"date","outcome average in matched control municipalities","outcome average in matched treated municipalities","outcome average in all treated municipalities"
"2020-03-30","0.00876548334978907","0.0535009163374817","0.0535009163374817"
"2020-03-31","0.0429203753488292","0.157502192928394","0.157502192928394"
"2020-04-01","0.0719563973670814","0.120229671985045","0.120229671985045"
"2020-04-02","0.229509819353713","0.154655037771507","0.154655037771507"
"2020-04-03","0.17053562857702","0.319933782912561","0.319933782912561"
"2020-04-04","0.139023917302856","0.346146563279273","0.346146563279273"
"2020-04-05","0.0597779106681582","0.268883829470035","0.268883829470035"
"2020-04-06","0.147954990946307","0.219362148609313","0.219362148609313"
"2020-04-07","0.163044911268763","0.272241160574627","0.272241160574627"
"2020-04-08","0.15049978966441","0.342409065194836","0.342409065194836"
"2020-04-09","0.393283744148361","0.364202377414163","0.364202377414163"
"2020-04-10","0.11550216094349","0.365677864741961","0.365677864741961"
"2020-04-11","0.279604592595902","0.297350234036823","0.297350234036823"
"2020-04-12","0.0530185773608649","0.327773692168027","0.327773692168027"
"2020-04-13","0.152020309172155","0.259770373162988","0.259770373162988"
"2020-04-14","0.287283239701925","0.695879580670382","0.695879580670382"
"2020-04-15","0.141030735412014","0.66707768188913","0.66707768188913"
"2020-04-16","0.194013220465451","0.455395545191142","0.455395545191142"
"2020-04-17","0.248606818443066","0.342835960982139","0.342835960982139"
"2020-04-18","0.165804953716063","0.225656841712086","0.225656841712086"
"2020-04-19","0.0459171333450819","0.134264923300072","0.134264923300072"
"2020-04-20","0.0760763439462874","0.292056657917321","0.292056657917321"
"2020-04-21","0.311018977944434","0.131541298955829","0.131541298955829"
"2020-04-22","0.206869080458665","0.210610741959812","0.210610741959812"
"2020-04-23","0.17757838969673","0.165663349651807","0.165663349651807"
"2020-04-24","0.128024946428869","0.120873524887204","0.120873524887204"
"2020-04-25","0.0453451105402758","0.0599167005372655","0.0599167005372655"
"2020-04-26","0.0189828785631353","0.044842360316072","0.044842360316072"
"2020-04-27","0.0812082615284307","0.0413608645009701","0.0413608645009701"
