"municipality_code","date","cand_count","votes","age","win","win_count","total_votes","vote_share","D2201","A1301","A1303","A1801","A6103","A6104","A6105","A6106","F1101","I6100","I5101","I5102","I5211","I5212","E2501","E3501","unemployment","per.capita.income","student.per.school.1","student.per.school.2","A6108","D320101","D3202","A5103","A5104","livable","density","revenue.per.capita","F2201","F2211","population","number.of.health.centers","lat","lon","shutdown.0304","shutdown.0316","shutdown.0406","shutdown.0410","shutdown.0416","shutdown.0422","shutdown.0511","shutdown.0601","X2020.1.25","X2020.1.26","X2020.1.27","X2020.1.28","X2020.1.29","X2020.1.30","X2020.1.31","X2020.2.1","X2020.2.2","X2020.2.3","X2020.2.4","X2020.2.5","X2020.2.6","X2020.2.7","X2020.2.8","X2020.2.9","X2020.2.10","X2020.2.11","X2020.2.12","X2020.2.13","X2020.2.14","X2020.2.15","X2020.2.16","X2020.2.17","X2020.2.18","X2020.2.19","X2020.2.20","X2020.2.21","X2020.2.22","X2020.2.23","X2020.2.24","X2020.2.25","X2020.2.26","X2020.2.27","X2020.2.28","X2020.2.29","X2020.3.1","X2020.3.2","X2020.3.3","X2020.3.4","X2020.3.5","X2020.3.6","X2020.3.7","X2020.3.8","X2020.3.9","X2020.3.10","X2020.3.11","X2020.3.12","X2020.3.13","X2020.3.14","X2020.3.15","X2020.3.16","X2020.3.17","X2020.3.18","X2020.3.19","X2020.3.20","X2020.3.21","X2020.3.22","X2020.3.23","X2020.3.24","X2020.3.25","X2020.3.26","X2020.3.27","X2020.3.28","X2020.3.29","X2020.3.30","X2020.3.31","X2020.4.1","X2020.4.2","X2020.4.3","X2020.4.4","X2020.4.5","X2020.4.6","X2020.4.7","X2020.4.8","X2020.4.9","X2020.4.10","X2020.4.11","X2020.4.12","X2020.4.13","X2020.4.14","X2020.4.15","X2020.4.16","X2020.4.17","X2020.4.18","X2020.4.19","X2020.4.20","X2020.4.21","X2020.4.22","X2020.4.23","X2020.4.24","X2020.4.25","X2020.4.26","X2020.4.27","X2020.4.28","X2020.4.29","X2020.4.30","X2020.5.1","X2020.5.2","X2020.5.3","X2020.5.4","X2020.5.5","X2020.5.6","X2020.5.7","X2020.5.8","X2020.5.9","X2020.5.10","X2020.5.11","X2020.5.12","X2020.5.13","X2020.5.14","X2020.5.15","X2020.5.16","X2020.5.17","X2020.5.18","X2020.5.19","X2020.5.20","X2020.5.21","X2020.5.22","X2020.5.23","X2020.5.24","X2020.5.25","X2020.5.26","X2020.5.27","X2020.5.28","X2020.5.29","X2020.5.30","X2020.5.31","X2020.6.1","X2020.6.2","X2020.6.3","X2020.6.4","X2020.6.5","X2020.6.6","X2020.6.7","X2020.6.8","X2020.6.9","X2020.6.10","X2020.6.11","X2020.6.12","X2020.6.13","X2020.6.14","X2020.6.15","X2020.6.16","X2020.6.17","X2020.6.18","X2020.6.19","X2020.6.20","X2020.6.21","X2020.6.22","X2020.6.23","X2020.6.24","X2020.6.25","X2020.6.26","X2020.6.27","X2020.6.28","X2020.6.29","X2020.6.30","X2020.7.1","X2020.7.2","X2020.7.3","X2020.7.4","X2020.7.5","X2020.7.6","X2020.7.7","X2020.7.8","X2020.7.9","X2020.7.10","X2020.7.11","X2020.7.12","X2020.7.13","X2020.7.14","X2020.7.15","X2020.7.16","X2020.7.17","X2020.7.18","X2020.7.19","X2020.7.20","X2020.7.21","X2020.7.22","X2020.7.23","X2020.7.24","X2020.7.25","X2020.7.26","X2020.7.27","X2020.7.28","X2020.7.29","X2020.7.30","X2020.7.31","X2020.8.1","X2020.8.2","X2020.8.3","X2020.8.4","X2020.8.5","X2020.8.6","X2020.8.7","X2020.8.8","X2020.8.9","X2020.8.10","pref","pop.2020","number.of.neighbors","health.center.id","altitude","prec_mean","shine_mean","tmean_mean","commuters","date.0304","age.0304","win_count.0304","date.0316","age.0316","win_count.0316","date.0406","age.0406","win_count.0406","date.0410","age.0410","win_count.0410","date.0416","age.0416","win_count.0416","date.0422","age.0422","win_count.0422","date.0511","age.0511","win_count.0511","date.0601","age.0601","win_count.0601","tokyo_march"
21506,"8/27/17",1,NA,69,1,2,NA,NA,-1.30933332,0.092945663,0.429694948,0,0.140371783,0.008817922,-2.532244104,-5.943991697,0.51835081,0.001035435,0.000117028,0.000585138,0.01451141,0,0.035709977,0.022801303,0.022528736,7.836435339,4.084294226,4.148411783,-0.069350078,0.155331318,0.275669567,0.021112318,0.034503559,0.117612442,-1.05433599,6.603723383,0.106067733,0.425446849,8.991313336,2.302585093,35.64282697,137.3377055,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,8033,6,2165,41.0591,2091.127556,1934.704889,11.21155556,-1.465106495,"8/27/17",69,2,"8/27/17",69,2,"8/27/17",69,2,"8/27/17",69,2,"8/27/17",69,2,"8/27/17",69,2,"8/27/17",69,2,"8/27/17",69,2,NA
21507,"4/15/18",1,NA,67,1,2,NA,NA,-1.966112856,0.107916851,0.421494914,0,0.154798762,0.008403361,-2.492453855,-6.337268111,0.561256081,0.000842105,0,0.000858369,0,0.001716738,0.03732982,0.024593764,0.018124507,7.833484225,4.454347296,4.043051268,-0.083381609,0.069046487,0.272977729,0.018884497,0.028985507,0.101389367,-1.341498187,7.146725881,0.179775281,0.368378812,7.702556113,2.302585093,35.43352195,137.1544487,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,21,2214,2,2165,39.7349,2133.164286,1935.042857,10.80833333,-1.39920351,"4/15/18",67,2,"4/15/18",67,2,"4/15/18",67,2,"4/15/18",67,2,"4/15/18",67,2,"4/15/18",67,2,"4/15/18",67,2,"4/15/18",67,2,NA
21521,"6/30/19",1,NA,65,1,4,NA,NA,-0.446287103,0.122025288,0.284468003,0,0.261553752,0.073877754,-1.416734784,-3.896191829,0.530616752,0.000590509,5.42e-05,0.000596271,0.004065481,0.001029922,0.048391487,0.026509172,0.030280957,7.934185767,5.692609174,5.091703117,-0.075801713,0.341740424,0.497378476,0.034565348,0.032333569,0.404127712,1.175760599,5.937882694,0.021998068,0.389312158,9.817275856,2.302585093,36.21976514,136.8793947,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,21,18348,5,2165,40.497,1729.854545,1950.614545,13.32545455,-0.513922458,"6/30/19",65,4,"6/30/19",65,4,"6/30/19",65,4,"6/30/19",65,4,"6/30/19",65,4,"6/30/19",65,4,"6/30/19",65,4,"6/30/19",65,4,NA
21604,"4/21/19",1,NA,65,1,3,NA,NA,-1.108662625,0.142945929,0.317588564,0,0.034804226,0.026724674,-2.604244654,-3.982170765,0.605966439,0.000598086,0,0.001815981,0,0,0,0,0.003076923,7.974013641,0,0,0.029558802,0.184339716,0.482401615,0.042331288,0.045398773,0.239513235,-3.085561762,7.741735783,0.022633745,0.212962963,7.38274645,1.386294361,35.19805161,138.311801,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1608,4,2166,42.3109,2749.484884,1472.863663,6.733139535,-1.878036611,"4/21/19",65,3,"4/21/19",65,3,"4/21/19",65,3,"4/21/19",65,3,"4/21/19",65,3,"4/21/19",65,3,"4/21/19",65,3,"4/21/19",65,3,NA
22100,"4/7/19",3,138454,57,1,3,279183,0.495925612,-0.094310679,0.120993377,0.284017197,0.881575457,0.152505926,0.007363235,-1.69616293,-5.038668995,0.519957049,0.002356704,4.11e-05,0.000765978,0.010865271,0.000375202,0.048831498,0.026109241,0.042862911,8.102021571,5.932041127,5.773788478,0.029558802,0.403033856,0.482911687,0.033985151,0.03544302,0.229453971,1.604439003,6.099798455,0.025805753,0.251923888,13.45636829,0,34.95303871,137.8039913,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,698275,13,2201,41.3148,2728.583259,1896.424963,10.5416293,-1.050580884,"4/7/19",57,3,"4/7/19",57,3,"4/7/19",57,3,"4/7/19",57,3,"4/7/19",57,3,"4/7/19",57,3,"4/7/19",57,3,"4/7/19",57,3,NA
22130,"4/7/19",3,195728,61,1,4,355534,0.550518375,-0.116533816,0.134603624,0.261103035,0.595570064,0.231436878,0.01131482,-1.481268749,-4.743054147,0.524256247,0.00264639,4.34e-05,0.000795526,0.011243933,0.000557612,0.054029673,0.027733045,0.03972071,8.115431465,6.095157857,5.952795406,-0.007024615,0.391084626,0.484839783,0.042072368,0.044510301,0.312792832,1.641957305,6.034767868,0.038740046,0.335006933,13.59552078,0,35.07731059,138.8305571,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,802527,11,2202,40.3553,2251.724742,2036.978557,13.27319588,-0.736450906,"4/7/19",61,4,"4/7/19",61,4,"4/7/19",61,4,"4/7/19",61,4,"4/7/19",61,4,"4/7/19",61,4,"4/7/19",61,4,"4/7/19",61,4,NA
22203,"4/29/18",5,33037,49,1,1,73454,0.449764478,-0.040821995,0.114443882,0.291750369,0.841396901,0.133387516,0.014956577,-1.5595513,-4.781544213,0.519176213,0.00186929,5.07e-05,0.000770209,0.008928345,0.00087662,0.046600267,0.025665099,0.046687933,8.062660961,5.900883169,5.578935071,0.067658648,0.499977242,0.600470678,0.032946231,0.035676018,0.499197689,2.349733631,5.884966566,0.025984756,0.296810774,12.18008282,2.079441542,35.09064858,139.0632478,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,194869,7,2271,40.0998,2084.046857,1910.198286,14.68057143,-1.002537054,"4/29/18",49,1,"4/29/18",49,1,"4/29/18",49,1,"4/29/18",49,1,"4/29/18",49,1,"4/29/18",49,1,"4/29/18",49,1,"4/29/18",49,1,NA
22205,"9/9/18",1,NA,55,1,4,NA,NA,-0.083381609,0.071010015,0.445930109,0.376464948,0.058198381,0.062992755,-2.203852074,-2.625985248,0.483326231,0.003286248,0.000133298,0.000906425,0.01930152,0.000853106,0.027509314,0.014767021,0.087071531,8.089748281,4.848116365,4.919980926,0.060153923,0.517504014,0.649957655,0.05380379,0.051239134,0.380867595,1.79105781,6.219596489,0.01599662,0.123445611,10.50799476,0.693147181,35.13939592,138.9488129,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,36607,4,2253,40.547,2340.744068,1841.177966,14.23728814,-1.191111061,"9/9/18",55,4,"9/9/18",55,4,"9/9/18",55,4,"9/9/18",55,4,"9/9/18",55,4,"9/9/18",55,4,"9/9/18",55,4,"9/9/18",55,4,NA
22206,"12/16/18",3,20447,75,1,3,45191,0.452457348,-0.072570693,0.129191429,0.266852044,0.780010178,0.23665558,0.031314178,-1.522886297,-3.926171293,0.513730622,0.001436137,5.41e-05,0.000829001,0.007190679,0.000297359,0.052830941,0.027801943,0.039692928,8.140438593,6.031886462,5.949665513,-0.030459207,0.479520263,0.575705699,0.036166087,0.039156517,0.616575298,2.878803436,5.795153241,0.022840302,0.267673605,11.60317742,2.079441542,35.30254628,138.6088144,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,109445,6,2271,41.7828,2401.291379,1870.082759,14.52758621,-0.681708572,"12/16/18",75,3,"12/16/18",75,3,"12/16/18",75,3,"12/16/18",75,3,"12/16/18",75,3,"12/16/18",75,3,"12/16/18",75,3,"12/16/18",75,3,NA
22207,"4/21/19",1,NA,72,1,3,NA,NA,-0.072570693,0.135206852,0.26704137,0.537852719,0.137852719,0.009138182,-2.397826452,-4.598083632,0.517389309,0.001356427,3.74e-05,0.000680929,0.007707216,0.000845549,0.054226427,0.028263927,0.038708819,8.015239014,5.747868701,5.592850914,-0.047091608,0.475519416,0.604491571,0.027075609,0.029632749,0.363472808,1.228855967,5.807960708,0.034378844,0.407503075,11.79281979,0.693147181,34.93564173,139.087244,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,132299,9,2258,40.0827,2421.196175,1880.933333,11.40355191,-1.394479485,"4/21/19",72,3,"4/21/19",72,3,"4/21/19",72,3,"4/21/19",72,3,"4/21/19",72,3,"4/21/19",72,3,"4/21/19",72,3,"4/21/19",72,3,NA
22208,"5/21/17",2,17128,54,1,1,32218,0.531628282,-0.287682072,0.099919526,0.391572171,0.418494403,0.063676933,0.01730924,-3.212603926,-5.210745267,0.470846441,0.001457231,4.29e-05,0.000814402,0.004929276,0.002257465,0.038965542,0.021686051,0.041765071,7.87650402,5.597680944,5.70511492,-0.035627178,0.414965384,0.527584675,0.031958391,0.031582749,0.444721998,1.718715003,5.955240807,0.025586976,0.128615903,11.13439923,0.693147181,34.91220408,138.126608,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,68487,4,2253,40.9775,2807.352459,1817.442623,14.85983607,-2.066200165,"5/21/17",54,1,"5/21/17",54,1,"5/21/17",54,1,"5/21/17",54,1,"5/21/17",54,1,"5/21/17",54,1,"5/21/17",54,1,"5/21/17",54,1,NA
22209,"5/21/17",3,27604,62,1,2,51636,0.534588272,-0.287682072,0.130238911,0.293949772,0.524686073,0.216008235,0.004627365,-1.892158407,-6.450439845,0.542104941,0.001590461,1.01e-05,0.000675083,0.005400667,0.000181366,0.052330468,0.028099274,0.037001523,7.984381019,5.660062767,5.84932478,-0.070422464,0.385785657,0.520993146,0.024109683,0.023724901,0.340576497,1.140454985,5.944382783,0.065171128,0.362931725,11.49559618,1.791759469,35.20108169,138.699062,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,98282,10,2272,40.9327,2653.316388,2004.330769,13.92040134,-0.986334704,"5/21/17",62,2,"5/21/17",62,2,"5/21/17",62,2,"5/21/17",62,2,"5/21/17",62,2,"5/21/17",62,2,"5/21/17",62,2,"5/21/17",62,2,NA
22210,"12/24/17",2,43115,62,1,2,77532,0.556092968,0,0.133889428,0.25831827,0.797136864,0.113482743,0.010789093,-2.199324212,-5.129773923,0.513391761,0.00151267,5.1e-05,0.00069448,0.009424523,0.000745487,0.053138405,0.026681358,0.040564277,8.073449862,6.214904351,5.988666519,-0.007024615,0.54396981,0.653070309,0.025555862,0.024717642,0.512349459,2.339298229,5.82511797,0.019484606,0.379516644,12.442543,0.693147181,34.74457335,137.8504979,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,253354,6,2258,39.8113,2535.291983,1889.258228,13.44810127,-1.422710465,"12/24/17",62,2,"12/24/17",62,2,"12/24/17",62,2,"12/24/17",62,2,"12/24/17",62,2,"12/24/17",62,2,"12/24/17",62,2,"12/24/17",62,2,NA
