"municipality_code","date","cand_count","votes","age","win","win_count","total_votes","vote_share","D2201","A1301","A1303","A1801","A6103","A6104","A6105","A6106","F1101","I6100","I5101","I5102","I5211","I5212","E2501","E3501","unemployment","per.capita.income","student.per.school.1","student.per.school.2","A6108","D320101","D3202","A5103","A5104","livable","density","revenue.per.capita","F2201","F2211","population","number.of.health.centers","lat","lon","shutdown.0304","shutdown.0316","shutdown.0406","shutdown.0410","shutdown.0416","shutdown.0422","shutdown.0511","shutdown.0601","X2020.1.25","X2020.1.26","X2020.1.27","X2020.1.28","X2020.1.29","X2020.1.30","X2020.1.31","X2020.2.1","X2020.2.2","X2020.2.3","X2020.2.4","X2020.2.5","X2020.2.6","X2020.2.7","X2020.2.8","X2020.2.9","X2020.2.10","X2020.2.11","X2020.2.12","X2020.2.13","X2020.2.14","X2020.2.15","X2020.2.16","X2020.2.17","X2020.2.18","X2020.2.19","X2020.2.20","X2020.2.21","X2020.2.22","X2020.2.23","X2020.2.24","X2020.2.25","X2020.2.26","X2020.2.27","X2020.2.28","X2020.2.29","X2020.3.1","X2020.3.2","X2020.3.3","X2020.3.4","X2020.3.5","X2020.3.6","X2020.3.7","X2020.3.8","X2020.3.9","X2020.3.10","X2020.3.11","X2020.3.12","X2020.3.13","X2020.3.14","X2020.3.15","X2020.3.16","X2020.3.17","X2020.3.18","X2020.3.19","X2020.3.20","X2020.3.21","X2020.3.22","X2020.3.23","X2020.3.24","X2020.3.25","X2020.3.26","X2020.3.27","X2020.3.28","X2020.3.29","X2020.3.30","X2020.3.31","X2020.4.1","X2020.4.2","X2020.4.3","X2020.4.4","X2020.4.5","X2020.4.6","X2020.4.7","X2020.4.8","X2020.4.9","X2020.4.10","X2020.4.11","X2020.4.12","X2020.4.13","X2020.4.14","X2020.4.15","X2020.4.16","X2020.4.17","X2020.4.18","X2020.4.19","X2020.4.20","X2020.4.21","X2020.4.22","X2020.4.23","X2020.4.24","X2020.4.25","X2020.4.26","X2020.4.27","X2020.4.28","X2020.4.29","X2020.4.30","X2020.5.1","X2020.5.2","X2020.5.3","X2020.5.4","X2020.5.5","X2020.5.6","X2020.5.7","X2020.5.8","X2020.5.9","X2020.5.10","X2020.5.11","X2020.5.12","X2020.5.13","X2020.5.14","X2020.5.15","X2020.5.16","X2020.5.17","X2020.5.18","X2020.5.19","X2020.5.20","X2020.5.21","X2020.5.22","X2020.5.23","X2020.5.24","X2020.5.25","X2020.5.26","X2020.5.27","X2020.5.28","X2020.5.29","X2020.5.30","X2020.5.31","X2020.6.1","X2020.6.2","X2020.6.3","X2020.6.4","X2020.6.5","X2020.6.6","X2020.6.7","X2020.6.8","X2020.6.9","X2020.6.10","X2020.6.11","X2020.6.12","X2020.6.13","X2020.6.14","X2020.6.15","X2020.6.16","X2020.6.17","X2020.6.18","X2020.6.19","X2020.6.20","X2020.6.21","X2020.6.22","X2020.6.23","X2020.6.24","X2020.6.25","X2020.6.26","X2020.6.27","X2020.6.28","X2020.6.29","X2020.6.30","X2020.7.1","X2020.7.2","X2020.7.3","X2020.7.4","X2020.7.5","X2020.7.6","X2020.7.7","X2020.7.8","X2020.7.9","X2020.7.10","X2020.7.11","X2020.7.12","X2020.7.13","X2020.7.14","X2020.7.15","X2020.7.16","X2020.7.17","X2020.7.18","X2020.7.19","X2020.7.20","X2020.7.21","X2020.7.22","X2020.7.23","X2020.7.24","X2020.7.25","X2020.7.26","X2020.7.27","X2020.7.28","X2020.7.29","X2020.7.30","X2020.7.31","X2020.8.1","X2020.8.2","X2020.8.3","X2020.8.4","X2020.8.5","X2020.8.6","X2020.8.7","X2020.8.8","X2020.8.9","X2020.8.10","pref","pop.2020","number.of.neighbors","health.center.id","altitude","prec_mean","shine_mean","tmean_mean","commuters","date.0304","age.0304","win_count.0304","date.0316","age.0316","win_count.0316","date.0406","age.0406","win_count.0406","date.0410","age.0410","win_count.0410","date.0416","age.0416","win_count.0416","date.0422","age.0422","win_count.0422","date.0511","age.0511","win_count.0511","date.0601","age.0601","win_count.0601","tokyo_march"
11241,"10/22/17",1,NA,67,1,1,NA,NA,-0.127833372,0.125286456,0.24698598,0.86799516,0.275866486,0.099067682,-1.769477365,-4.438461058,0.502640381,0.000999129,2.86e-05,0.00054247,0.00455389,0.00054247,0.049156022,0.026887546,0.045705548,8.094324514,6.066398071,5.933305633,-0.214431611,0.465193934,0.609161688,0.047046077,0.043909672,0.949008499,3.682399582,5.729066824,0.009347458,0.245585922,11.15532152,1.609437912,35.89649756,139.3392655,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,11,69935,3,1174,40.3644,1330.01875,1879.31875,14.48125,-0.584935421,"10/22/17",67,1,"10/22/17",67,1,"10/22/17",67,1,"10/22/17",67,1,"10/22/17",67,1,"10/22/17",67,1,"10/22/17",67,1,"10/22/17",67,1,NA
11242,"4/24/16",1,NA,61,1,2,NA,NA,-0.139262067,0.12990092,0.288163482,0.541224345,0.229104742,0.07121373,-1.45939027,-3.825144334,0.491825902,0.006166078,7.1e-05,0.000390486,0.017660632,0.000514732,0.05422181,0.028288089,0.05399669,8.024406583,6.228182218,5.577841251,-0.047091608,0.433648402,0.583038743,0.031070524,0.030517604,0.74915754,2.468806091,5.822564446,0.0256303,0.289044378,10.92766361,1.609437912,35.89512749,139.8608943,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,55696,6,1176,38.3599,1457.374419,1853.05814,13.82325581,-0.58973123,"4/24/16",61,2,"4/24/16",61,2,"4/24/16",61,2,"4/24/16",61,2,"4/24/16",61,2,"4/24/16",61,2,"4/26/20",65,3,"4/26/20",65,3,NA
11243,"2/17/19",2,14027,48,1,2,24777,0.566129879,-0.15082289,0.153732542,0.216481689,0.797857696,0.190742493,0.156643437,-2.192931988,-3.302786884,0.522340761,0.000908024,2.76e-05,0.000511177,0.006244646,0.000732226,0.061091218,0.02882386,0.033656354,8.102763348,6.322116306,6.552032263,-0.221894332,0.351845486,0.479661053,0.0409104,0.034805394,0.999368288,3.136496213,5.928853965,0.016590438,0.246186188,11.19889942,1.386294361,35.86505601,139.5152313,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,73050,6,1175,39.1286,1355.172414,1871.924138,14.60344828,-0.701730183,"2/17/19",48,2,"2/17/19",48,2,"2/17/19",48,2,"2/17/19",48,2,"2/17/19",48,2,"2/17/19",48,2,"2/17/19",48,2,"2/17/19",48,2,NA
11245,"10/29/17",2,20363,56,1,3,27153,0.74993555,-0.198450939,0.136541408,0.245210417,0.93699198,0.180309994,0.15321258,-1.989281123,-3.886840378,0.482779129,0.000968711,2.63e-05,0.000604955,0.004655526,0.000113977,0.053162076,0.025049872,0.041587337,8.155312657,6.147317075,6.168215059,-0.193584749,0.400737128,0.528539401,0.047894866,0.044281315,0.978825137,4.357584162,5.873057393,0.009640478,0.218186422,11.64663434,1.945910149,36.02414983,139.6675885,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,1,0,0,0,2,4,0,0,0,2,2,0,2,2,0,3,3,0,1,0,1,0,3,1,0,0,0,1,2,0,1,11,114306,3,1155,39.556,1368.947059,1925.670588,14.77058824,-0.711701601,"10/29/17",56,3,"10/29/17",56,3,"10/29/17",56,3,"10/29/17",56,3,"10/29/17",56,3,"10/29/17",56,3,"10/29/17",56,3,"10/29/17",56,3,NA
11246,"11/20/16",2,9519,77,1,2,15700,0.606305732,-0.162518929,0.125681576,0.254681285,0.702493451,0.248277869,0.141515475,-1.908078553,-4.259715419,0.509381973,0.001262989,7.61e-05,0.000590038,0.009250271,0,0.049183763,0.023925177,0.041560322,8.148570766,6.064947324,5.750188847,-0.25747623,0.469194635,0.5716131,0.038878412,0.038421243,0.985553772,3.047670424,5.686721889,0.023251192,0.228974563,10.8667382,1.791759469,35.99784602,139.620032,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,6,0,1,1,1,0,0,1,0,4,1,7,0,0,0,11,52404,5,1171,39.4978,1281.195833,1965.0375,14.67916667,-0.593761596,"11/20/16",77,2,"11/20/16",77,2,"11/20/16",77,2,"11/20/16",77,2,"11/20/16",77,2,"11/20/16",77,2,"11/20/16",77,2,"11/20/16",77,2,NA
11301,"4/24/16",2,8887,67,1,1,12565,0.707282133,-0.139262067,0.164236533,0.218869538,0.784820665,0.259439269,0.079834391,-1.187724623,-3.772423476,0.485374196,0.003887553,0.000111859,0.000380322,0.021476991,0,0.066802117,0.041706669,0.039868342,8.096734764,6.617737147,5.923720895,-0.011060947,0.503799942,0.5842052,0.038558575,0.03663846,0.949290061,3.41059639,5.541213536,0.014147072,0.260682729,10.71063284,1.609437912,35.83290912,139.5158341,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,44830,3,1156,38.9016,1292.85,1951.085714,14.7,-0.40475657,"4/24/16",67,1,"4/24/16",67,1,"4/24/16",67,1,"4/24/16",67,1,"4/24/16",67,1,"4/24/16",67,1,"4/26/20",71,2,"4/26/20",71,2,NA
11324,"12/16/18",2,7141,61,1,4,11461,0.62306954,0.039220713,0.133217183,0.282062617,0.750676097,0.165981901,0.135869565,-0.876238745,-2.859694663,0.485047847,0.001856549,0.000104156,0.000364545,0.026689928,0,0.055004697,0.028859201,0.038546078,8.129303452,6.044531268,5.910796644,0.158711691,0.581440141,0.726122565,0.038174512,0.035695648,0.906718852,3.218849732,5.855179206,0.033846325,0.234303557,10.55035516,1.945910149,35.9350121,139.3073381,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,11,38191,6,1155,40.8037,1415.04,1910.4,14.56,-0.254335421,"12/16/18",61,4,"12/16/18",61,4,"12/16/18",61,4,"12/16/18",61,4,"12/16/18",61,4,"12/16/18",61,4,"12/16/18",61,4,"12/16/18",61,4,NA
11326,"4/21/19",2,7853,60,1,3,15073,0.520997811,-0.446287103,0.098645205,0.286894702,0.556807512,0.246921529,0.048370221,-1.604887583,-3.782018953,0.462052314,0.013721534,8.77e-05,0.000438507,0.056742772,0,0.042124542,0.024784355,0.060500494,7.949125648,5.877035256,5.634789603,-0.074723546,0.360695594,0.468705027,0.032583008,0.034828075,0.571764015,2.296165943,5.6775338,0.01477041,0.251529572,10.42082195,1.609437912,35.96060627,139.2660603,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,5,0,1,1,0,1,11,33551,5,1174,41.2355,1514.671429,1824.297143,13.46,-0.655992264,"4/21/19",60,3,"4/21/19",60,3,"4/21/19",60,3,"4/21/19",60,3,"4/21/19",60,3,"4/21/19",60,3,"4/21/19",60,3,"4/21/19",60,3,NA
11327,"2/5/17",1,NA,76,1,2,NA,NA,-0.616186139,0.099778081,0.310088767,0,0.324257426,0.04668829,-1.385953006,-5.051222594,0.525776716,0.000588038,0,0.000592568,0,0,0.03692889,0.022414978,0.042857143,7.936090549,5.37296091,5.568344504,-0.122167634,0.320628662,0.456648843,0.027396084,0.074373068,0.320128745,1.058793889,5.873252681,0.023914518,0.294436906,9.355911495,1.609437912,36.07037946,139.3559486,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11567,4,1174,40.9112,1586.967568,1801.662162,12.83783784,-0.466391179,"2/5/17",76,2,"2/5/17",76,2,"2/5/17",76,2,"2/5/17",76,2,"2/5/17",76,2,"2/5/17",76,2,"2/5/17",76,2,"2/5/17",76,2,NA
11341,"9/9/18",3,4089,79,1,4,8660,0.472170901,-0.083381609,0.15918076,0.215736877,0,0.306665935,0.067482978,-1.043441719,-4.477117203,0.514166484,0.000710926,5.36e-05,0.000321354,0.015853463,0,0.06229646,0.033196764,0.043464331,8.083061919,5.980572106,6.450470422,-0.011060947,0.511833453,0.616745746,0.057464019,0.038606997,0.738207547,1.858548657,5.795953883,0.032935135,0.314279335,9.867549446,2.079441542,36.05643147,139.3148717,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19294,3,1161,41.1145,1274.175862,1962.586207,14.12758621,-0.304291911,"9/9/18",79,4,"9/9/18",79,4,"9/9/18",79,4,"9/9/18",79,4,"9/9/18",79,4,"9/9/18",79,4,"9/9/18",79,4,"9/9/18",79,4,NA
11342,"8/28/16",1,NA,74,1,3,NA,NA,-0.248461359,0.103265907,0.294694946,0.57374189,0.283299711,0.055504062,-1.040109886,-4.585785653,0.504552642,0.001384888,0.000111458,0.000613018,0.012371823,0.000334374,0.040064459,0.030840187,0.042576183,7.967831426,5.48341285,5.222156006,0.024692613,0.427422919,0.552537532,0.047232718,0.036119138,0.684157754,1.794207451,5.904168355,0.033182844,0.326749436,9.791997177,2.079441542,36.05474615,139.2488067,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,17890,8,1161,41.4974,1317,1938.113793,13.96896552,-0.353385634,"8/28/16",74,3,"8/28/16",74,3,"8/28/16",74,3,"8/28/16",74,3,"8/28/16",74,3,"8/28/16",74,3,"8/28/16",74,3,"8/28/16",74,3,NA
11343,"5/27/18",3,6341,71,1,2,10994,0.576769147,-0.371063681,0.090352171,0.317788184,0.180608121,0.27917121,0.059336712,-1.86756139,-5.229474184,0.521585734,0.002179557,9.8e-05,0.000849146,0.012312616,0.00058787,0.037269557,0.021059625,0.049686385,7.962560824,5.231999486,5.35501271,-0.19723217,0.402908636,0.469543768,0.022786912,0.029662847,0.45212061,1.60694973,5.712707981,0.024524395,0.297139899,10.29647514,2.079441542,35.98399557,139.4840548,1,1,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,29628,4,1161,39.9075,1413.221429,1900.191071,13.4375,-0.696552806,"5/27/18",71,2,"5/27/18",71,2,"5/27/18",71,2,"5/27/18",71,2,"5/27/18",71,2,"5/27/18",71,2,"5/27/18",71,2,"5/27/18",71,2,NA
11346,"1/20/19",1,NA,70,1,2,NA,NA,-0.274436846,0.106936694,0.296757745,0,0.269049452,0.045795651,-1.105611907,-4.231704159,0.524677699,0.000771307,4.87e-05,0.000584084,0.011584327,0,0.041637923,0.025179856,0.035573485,7.952050008,5.354224998,5.545177444,0.030529205,0.467272864,0.575674909,0.027594363,0.031733517,1,1.584089308,5.819039875,0.063979466,0.298982793,9.901084668,2.079441542,36.04431916,139.4552903,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,19952,7,1161,40.3585,1268.1,1924.361538,14.24615385,-0.415084053,"1/20/19",70,2,"1/20/19",70,2,"1/20/19",70,2,"1/20/19",70,2,"1/20/19",70,2,"1/20/19",70,2,"1/20/19",70,2,"1/20/19",70,2,NA
11347,"4/23/17",2,4510,49,1,1,9009,0.500610501,-0.385662481,0.094900922,0.278691865,0,0.334878508,0.053334013,-1.393194994,-4.032662749,0.555244257,0.000506457,0,0.000308944,0,0,0.037406093,0.022433222,0.041192661,7.949439165,4.7847101,6.06610809,-0.130108685,0.395018102,0.579678196,0.025615609,0.033858514,0.938923395,1.601539306,5.932134278,0.063725959,0.298727395,9.847974843,2.079441542,35.98776171,139.3338514,1,1,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18920,5,1161,40.7642,1264.802632,1959.392105,14.27105263,-0.424466773,"4/23/17",49,1,"4/23/17",49,1,"4/23/17",49,1,"4/23/17",49,1,"4/23/17",49,1,"4/23/17",49,1,"4/23/17",49,1,"4/23/17",49,1,NA
11348,"7/10/16",3,4801,58,1,3,8371,0.573527655,-0.494296322,0.080415679,0.389384851,0.513600223,0.275282466,0.073580695,-1.344630205,-3.123362772,0.473357512,0.000705965,7.14e-05,0.000357143,0.022142857,0,0.031109825,0.020402257,0.054368646,7.9941465,4.967495801,5.645446898,-0.044997366,0.289264091,0.347551286,0.023006801,0.025394299,0.638165565,1.681188992,6.09133994,0.033187909,0.258959177,9.52200749,1.609437912,35.99893767,139.2413523,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,13657,6,1174,41.5121,1365.428,1826.204,13.804,-0.425613729,"7/10/16",58,3,"7/10/16",58,3,"7/10/16",58,3,"7/10/16",58,3,"7/10/16",58,3,"7/10/16",58,3,"7/10/16",58,3,"7/10/16",58,3,NA
